"Intercept","Age","SexMale","Residual"
1.08141616131979,-0.000724897871953745,-0.011913391266343,0.0575696095589084
1.0819662008972,-0.000719176534788499,-0.0141975387044022,0.0693244213468722
1.08115513119094,-0.000716423617840745,-0.0125858249470985,0.0630831175409407
1.08178986712081,-0.000744307348347307,-0.0153015752725079,0.0656192685277223
1.07737443525226,-0.000696213103052987,-0.0126477449213349,0.0675591751344685
1.08216433442818,-0.000769557214463748,-0.00835236086034799,0.0685936022676173
1.08236349350718,-0.000721888094213707,-0.0171145156262124,0.0645188034036537
1.080925624302,-0.000761139983291039,-0.0034402271565083,0.0710355165302689
1.08233457354278,-0.000771505555832243,-0.00645391082779226,0.0598834393874131
1.08122660005303,-0.000738432891785266,-0.00853408787548776,0.0704270579907362
1.08055476529188,-0.000739785033960156,-0.010242338024399,0.068910225005765
1.08339544411561,-0.00075053145249184,-0.0106399777249238,0.0706239049576245
1.08703000719925,-0.000798745975322745,-0.0084580405187624,0.0731285548174005
1.08385159681026,-0.000728023468376506,-0.0111207667044878,0.0640111892507325
1.08303999309512,-0.000759493738880121,-0.00896776433041005,0.0710653551828885
1.08369654371412,-0.000718837029837915,-0.0157050155129424,0.060646511637915
1.08173642508916,-0.00074504134977083,-0.00897606574954508,0.0622724557260373
1.08550865466474,-0.000775936747996649,-0.0112300150171261,0.0719528780659372
1.08486433831608,-0.000795724307136877,-0.00777602075793415,0.0696287773304989
1.08262641603248,-0.000751762468633988,-0.01105185248318,0.0726300865706791
1.08375100826326,-0.00072035231426627,-0.0178567299472721,0.0630446987971535
1.085494226951,-0.000763070205278365,-0.011552677329224,0.0702851380239982
1.07466900110227,-0.000709865916060136,-0.00574474120498713,0.0673058346656321
1.07930018080257,-0.000679475699860613,-0.0175246865496878,0.066265872430275
1.08457596385707,-0.000746487481153695,-0.0156023554275647,0.0689730593191089
1.08399674097533,-0.000804133231842934,-0.0101314977434212,0.0764453203805307
1.0808313391131,-0.000705800196495781,-0.0153281385746781,0.0647810213173031
1.07724861880486,-0.000672060775046786,-0.0144133106932752,0.0662909182948402
1.09049698552981,-0.000818376746068361,-0.0115736073767151,0.0607296074253368
1.08364780583343,-0.00074653310151485,-0.0130607244630338,0.0712519876125021
1.0797514366501,-0.00075399249468947,-0.0102220154780025,0.0672812985924076
1.07948372091735,-0.000693122423869508,-0.0124168984386702,0.0647082023378227
1.08430941138868,-0.000722307187836957,-0.0174303199014845,0.0635329925161907
1.08730265546134,-0.000808109606407954,-0.00932075224526448,0.0707161195725274
1.08155908455686,-0.000772259541599401,-0.00491456290198538,0.0690122386217364
1.08364428720134,-0.000749590424658237,-0.0115650058812809,0.0729404933448609
1.07983586064263,-0.000729521998571571,-0.00927936467135928,0.0632024307511416
1.08413724645563,-0.000749302823196993,-0.0156946964967568,0.0617285969990766
1.08199643450259,-0.000757880249348347,-0.011777895841342,0.065248505648803
1.08193625330539,-0.000753198582558415,-0.00971497944862694,0.0749756294030507
1.08025708409899,-0.000706401106885671,-0.0134771265155758,0.0623642491296151
1.07916859525736,-0.000742020868690041,-0.010558667618158,0.0651166662088922
1.07857824075718,-0.000681090975336073,-0.0149273905212952,0.0655577208049389
1.0842915004101,-0.000753340817296082,-0.0105788283488229,0.0670812313658132
1.08469573079122,-0.000789229531527035,-0.00696718512941823,0.0704896827078389
1.09017142372475,-0.000789077946256737,-0.0159436416459604,0.0693629404168396
1.08371659747288,-0.000752064792108005,-0.0112423604541276,0.0652280199620644
1.08537637283934,-0.000801053241439538,-0.00729755651169391,0.0677491172552626
1.08530232819716,-0.0007614318777748,-0.0112337811400389,0.0680449010403901
1.07481908700683,-0.000704361208754033,-0.0109597097310577,0.0649154951203248
