"Intercept","Age","SexMale","Residual"
1.06315367108252,0.00090577178111858,-0.0300206585642369,0.0498727381554742
1.06551455740427,0.000866848810514448,-0.0270604023579209,0.0529891528411668
1.06686301053729,0.000843147583491348,-0.0251506105170685,0.0557449886040797
1.06740859164517,0.00082976697902632,-0.0254228906615519,0.0472210928598767
1.06463335025647,0.000870742890362808,-0.0292314616226018,0.0552036049493863
1.06542301869381,0.000841188801312948,-0.0269300382866893,0.0543058968714206
1.06203193719285,0.000895939803493437,-0.0268778125220543,0.0498548934514244
1.06657480215559,0.000859133175615786,-0.0270721737421194,0.0511862529707331
1.06727774954152,0.000864668117905149,-0.0306918017490928,0.0559445485638882
1.06511658037441,0.000864490712717902,-0.0267412161374231,0.0514857307414346
1.06567980108732,0.000873185001459843,-0.0290679563637682,0.0519546601184117
1.06494234799542,0.000842633524262833,-0.0236556016649342,0.0526357883599455
1.06445335745876,0.000886081526218942,-0.0282994301605606,0.0531628164307111
1.06392189351604,0.000881877521215195,-0.0271198270227971,0.0500120924346286
1.06440890381535,0.000876444615822375,-0.0266797006613591,0.0556914649801369
1.06336677865005,0.000898169778363477,-0.0275999760715966,0.0483457809940301
1.06448200262438,0.000859561263933684,-0.0254132482417953,0.0440366564721134
1.06700812986049,0.000833906110621715,-0.0246122080937463,0.0485961309078187
1.06694355262746,0.000840066801398359,-0.0262903204253529,0.047756164863384
1.0668854520412,0.000830390464766003,-0.0281451795676213,0.0562973536340742
1.0651646944888,0.000867419849059261,-0.0269267180807726,0.046585170510346
1.06504853004063,0.000873556108992674,-0.0294963514767356,0.0547937224502944
1.06517551197978,0.000868481765772702,-0.0275870355061125,0.0515294530200821
1.06745881173248,0.000813307468896332,-0.0238348721499064,0.05036140875294
1.06490296954627,0.000861750988190906,-0.0266956289090228,0.0560063012131647
1.06430590231576,0.000871986184101543,-0.027170980170391,0.0609153389252391
1.06789396634291,0.000823800854107352,-0.0244994616239259,0.0532593832243859
1.06583256150831,0.000852488861685977,-0.0245107915060429,0.0510869452824222
1.06535477150262,0.000874168042590205,-0.0290463496487245,0.0520476453002546
1.06645262947676,0.000824048320407877,-0.0230665508019603,0.0499249286496655
1.06398703211304,0.000863917226404373,-0.026554040674458,0.0537885828955048
1.06268262348678,0.000907065919224031,-0.029052763097762,0.0536060026617018
1.06341969873256,0.00090471680323779,-0.0300884430921867,0.0563743484467674
1.06625530390854,0.000814485530440443,-0.0234537929784192,0.0471371252147646
1.06562095747365,0.000863450254165595,-0.0271889262453031,0.0575481852974922
